,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100
G21,0.0241467,0.0361916,0.081397,0.0085701,0.2679373,0.0919896,0.08257089999999999,0.16727,0.3590841,0.0051577,0.3513571,0.4152421,0.0401191,0.0339091,0.0113996,0.0022521,0.26789050000000003,0.5240144,0.026527,0.0111321,0.0002142,0.4672056,0.1569381,0.0481299,0.0318654,0.2437871,0.1038861,0.17798029999999998,0.0090664,0.0379847,0.013331399999999998,0.3314179,0.0098049,0.1792761,0.1110546,0.1354469,0.1086849,0.0485493,0.12858830000000002,0.16108789999999998,0.0241977,0.0642804,0.0113854,0.0347469,0.0245314,0.2596883,0.0187476,0.0961405,0.042386,0.1641114,0.0339039,0.3106094,0.039663300000000005,0.1203623,0.3752793,0.2405018,0.16494879999999998,0.26141590000000003,0.0297134,0.0910241,0.0053536,0.0017287,0.0937039,0.0918655,0.019411900000000003,0.0145055,0.1546744,0.0056147,0.14535979999999998,0.0322295,0.0187605,0.0830883,0.0433909,0.0120153,0.0125432,0.0399926,0.0666869,0.017133900000000004,0.2656028,0.0053956,0.0013619,0.1922272,0.0300721,0.0233008,0.2686615,0.1833386,0.1645542,0.1180181,0.0051882,0.1107744,0.1674626,0.1255413,0.27957659999999995,0.0110356,0.0200392,0.1314317,0.1022078,0.0057598,0.0217721,0.4681947
G22,0.6287149000000001,0.6217026999999999,0.6927154000000001,0.5265466999999999,0.4219810000000001,0.5432274,0.4973254,0.5287634,0.5527708,0.5636401999999999,0.6273162,0.1688412,0.6768079,0.6018683000000001,0.6627,0.8310081,0.6125376,0.3068856,0.5457666,0.5659276999999999,0.5720775,0.4818985,0.6161376000000001,0.5598609999999999,0.6609508000000001,0.6852603,0.579179,0.6145162,0.3605652,0.1953395,0.627393,0.6419219,0.6200756,0.7705217,0.5905625,0.5867346999999999,0.4194373,0.5845727,0.7364066999999999,0.6219121,0.662108,0.5705624,0.599973,0.6786367,0.6757425,0.5708044,0.2526599,0.5296498000000001,0.5499736,0.4280973,0.5212247999999999,0.3129253,0.6418288000000001,0.6632079000000001,0.7247826,0.3793517,0.7023573000000001,0.7013188,0.5761556,0.4636425,0.6921642,0.7553564,0.5819006,0.522944,0.7616411999999999,0.4873452,0.5940459,0.6982031,0.6272131999999999,0.3615805,0.6545655,0.7334602,0.5751208999999999,0.6274388000000001,0.6615183000000001,0.4920857,0.6611265000000001,0.661024,0.6360569,0.5887545999999999,0.4803762,0.4907997,0.266546,0.6333418000000001,0.617158,0.6450009,0.56538,0.6461034999999999,0.6250398,0.6897721,0.5700168000000001,0.4782587,0.3857872000000001,0.5766946999999999,0.7605458,0.5655532,0.6053701,0.6089922,0.4567600000000001,0.6779005
G23,0.1750052,0.2209792,0.25293760000000004,0.06622710000000001,0.3525663,0.5081219,0.1483543,0.1760269,0.4085466,0.1995426,0.220391,0.1149765,0.2259023,0.0856008,0.282592,0.303933,0.227453,0.1731274,0.173359,0.11031789999999997,0.4304137,0.336158,0.1312777,0.1263886,0.1714848,0.1384953,0.2257393,0.3583055,0.2185399,0.2178062,0.2066406,0.14330079999999998,0.1827249,0.1889272,0.1749545,0.2271607,0.2027347,0.1966628,0.1787203,0.2031175,0.127221,0.4505091,0.2571983,0.23448520000000006,0.1352722,0.2981917,0.2252569,0.1546727,0.17113599999999998,0.1842408,0.06565460000000001,0.2335093,0.5935793,0.2626805,0.1792715,0.1115983,0.17972960000000002,0.15804089999999998,0.1128841,0.1759213,0.1736564,0.33627070000000003,0.1269017,0.1703826,0.1252544,0.26401620000000003,0.1281875,0.18707620000000005,0.1371253,0.2245963,0.2394383,0.2669131,0.2078574,0.3448946,0.232359,0.06469119999999999,0.1415526,0.1781769,0.17596989999999998,0.2543054,0.2257573,0.1963646,0.1827866,0.6063596,0.1972509,0.25781220000000005,0.3470742,0.1856989,0.16940729999999998,0.2440763,0.1304579,0.1548967,0.1167752,0.5224693,0.2832269,0.25504410000000005,0.16036,0.1821062,0.238872,0.1387184
G24,0.013329,0.0021148000000000004,0.016625599999999997,0.0015645,0.0005942,0.0322643,0.0,0.017643400000000004,0.0367922,0.0014446,0.0046863,0.0285599,0.0230193,0.0026377,0.0193402,0.0234566,0.0036085,0.0605936,0.008208700000000001,0.0216624,0.0298294,0.0017542000000000002,0.0459644,0.0165458,0.0461937,0.0002219,0.054854199999999985,0.006308,0.0496353,0.0240862,0.0219787,0.0018762,0.0010428,0.0287077,0.0381658,0.0530857,0.039755,0.0417584,0.0001555,0.0395969,0.034791300000000004,0.0096086,0.0299189,0.0028966,0.0166969,0.0004718,0.011172,0.0231153,0.0016151,0.0111612,0.0277673,0.0274871,0.00215,0.0564419,0.0423328,0.0058784,0.03038,0.0224477,0.0263509,0.0467114,0.050186,0.0067922,0.0294374,0.0462152,0.035435400000000006,0.0028318,0.006931399999999999,0.025124200000000003,0.0201209,0.0183844,0.0168266,0.0240453,0.0424751,0.0005319,0.0002516,0.0553122,0.0003434,0.0007379999999999999,0.0325708,0.024911900000000004,0.0011474,0.0003799,0.0025264,0.0001704,0.0007666,0.0011212,0.029901,0.0005985000000000001,0.0149972,0.0019093,0.0006832000000000001,0.0327597,0.0038288,0.002884,0.0027769,0.010302,0.0240386,0.0274078,0.0116375,0.0170935
G25,0.5643509,0.5798915,0.5392340999999999,0.7632679,0.7699416,0.5012639,0.5449369000000001,0.4693779000000001,0.7637838,0.6372956,0.6077644,0.5852004,0.4917883,0.6593206,0.6632951,0.7262668000000001,0.6468263000000001,0.6112542,0.546458,0.6611391,0.6236143,0.626182,0.5978602,0.5240014000000001,0.5591604,0.5365536,0.6080511,0.6137423000000001,0.6342736999999999,0.5722472,0.5300901,0.6289507,0.6567394,0.5792221,0.5702457,0.6135487,0.6231711999999999,0.5815654,0.6166354000000001,0.582148,0.590561,0.5405953,0.6005448,0.7257526,0.5462984000000001,0.6473041,0.5669320999999999,0.5822341999999999,0.640976,0.8206435999999999,0.6195811999999999,0.7093638000000001,0.7236393,0.5388367,0.6920274000000001,0.6683861,0.5458943,0.5328897,0.5687112,0.6316625,0.6269491999999999,0.6863256999999999,0.5134896,0.7892832,0.6114337,0.607546,0.6314226,0.4929052,0.6377742,0.5901199,0.5978464,0.5469818000000001,0.5574138000000001,0.6060042,0.5236071,0.5739058000000001,0.6064295999999999,0.7027738,0.7154022,0.5198665,0.6016461,0.649863,0.5818044,0.5715014,0.7037554,0.6128395999999999,0.5376741,0.5613281999999999,0.5939522,0.6463439000000001,0.7246334,0.526306,0.6326875,0.6329241999999999,0.5624178000000001,0.5963658000000001,0.5368925,0.5756372,0.6212409999999999,0.5611877
G26,0.6907959,0.3782166,0.5349843000000001,0.574623,0.5963381999999999,0.6947339,0.5735838000000001,0.7348268,0.6353859000000001,0.4728231,0.6095224,0.5588075,0.5942669,0.4277262,0.5228907,0.3915697,0.3019159,0.6923949,0.4562253,0.5982350000000001,0.3881185,0.575565,0.5651744000000001,0.6177816999999999,0.6696179,0.6401069,0.7334474,0.3055093,0.5857647,0.6262616999999999,0.5502139,0.6021573,0.5155875,0.5836503000000001,0.5473663000000001,0.6015496,0.5550693,0.5566959,0.4284463,0.4297649000000001,0.5996796,0.5661255999999999,0.5452,0.4058736,0.6450272,0.6304149,0.5757197,0.6936024000000001,0.370203,0.5980671999999999,0.6580499,0.6251774,0.6016102,0.3486836,0.5320388,0.3852954,0.6609165,0.5208083,0.5749721,0.6234703,0.6769111,0.3372473,0.5127273,0.6417935,0.6126228,0.6576784000000001,0.5228215,0.6762158,0.6674458000000001,0.6940563,0.5070816,0.69443,0.6277413000000001,0.5681479,0.57533,0.7264241,0.5754060999999999,0.5282486999999999,0.6284653,0.2481888,0.6698651999999999,0.6424353,0.6464477,0.2315513,0.6519145000000001,0.5478369000000001,0.5966516,0.6598046,0.7202770000000001,0.3982855,0.6857781999999999,0.7200183000000001,0.543307,0.6085018,0.538866,0.6307195,0.4844056,0.2627953,0.4246091,0.5210407
G27,0.4846031,0.5931084,0.4812446,0.30122350000000003,0.4935231,0.4937542,0.1506152,0.415365,0.5202025,0.3016128,0.5901571999999999,0.5849956999999999,0.4644681,0.4771362,0.3673631,0.4943542,0.2063928,0.3680583,0.4004775,0.6016345000000001,0.32628709999999994,0.4034323,0.5881323,0.35772750000000003,0.46592,0.1963644,0.3727696,0.4238596,0.411958,0.5797475999999999,0.5682773,0.3689785999999999,0.34665070000000003,0.2774457,0.5777948,0.4860203,0.3637264,0.5557972,0.3071761,0.298688,0.2244295,0.362949,0.4021008,0.5739181999999999,0.5097136999999999,0.4343938,0.5066769,0.4034849,0.4372045,0.4794241,0.3960913,0.4930642,0.4852788,0.4180100000000001,0.5050895000000001,0.5521085,0.5283119000000001,0.3873912000000001,0.35159070000000003,0.2561467,0.2910823,0.4925371,0.5541581,0.6723541999999999,0.5584401,0.5268957,0.4732409000000001,0.32463070000000005,0.3640378,0.4411949000000001,0.4034495,0.4970095000000001,0.3462763,0.4630498,0.5403201999999999,0.449765,0.2838079,0.3124081,0.29096690000000003,0.3964232,0.4475322,0.5237364000000001,0.534269,0.5277338,0.484626,0.6034568,0.4197762,0.5172581,0.5314953,0.366598,0.3973277,0.4769316,0.6787483,0.6098418999999999,0.4727094,0.4170403,0.6267508,0.4142449,0.5262279000000001,0.6411356
G28,0.5980738,0.5637397,0.4949332,0.255072,0.6710600999999999,0.58838,0.7053778,0.4692456,0.6881149999999999,0.18351270000000006,0.25359760000000003,0.4494868,0.686081,0.5049266,0.6305005,0.6297385,0.6171533,0.571655,0.6500015,0.5447711999999999,0.5995761,0.5460608,0.6847460999999999,0.540566,0.0940512,0.6076183000000001,0.19808270000000006,0.6857960999999999,0.4332773,0.3799437,0.3688954,0.5965545999999999,0.3936942,0.6190486999999999,0.5331475,0.6621646,0.4803428,0.6414031,0.6148292,0.4454853,0.5522119000000001,0.34379740000000003,0.4015808,0.1433212,0.2480934,0.6709546999999999,0.6600064999999999,0.3943569000000001,0.5926295,0.5972413000000001,0.2188738,0.6279766999999999,0.7290880999999999,0.5668228,0.4999226,0.4335714,0.6896291,0.7292285,0.6155835,0.6561334,0.5532868000000001,0.6242319000000001,0.6271278,0.6104856,0.6353118000000001,0.6721583000000001,0.4139836,0.5831155,0.4586348,0.6898043,0.4521154000000001,0.4351588,0.6449804,0.6150416,0.6262816999999999,0.6780031999999999,0.5869501,0.7178321999999999,0.4704582000000001,0.6075455,0.6021572,0.5660223000000001,0.4598525,0.6122859,0.6081052,0.5401078,0.6432222,0.4949537000000001,0.5166033,0.3403158,0.4928895,0.3785339,0.6147183,0.724336,0.6736141,0.4191086,0.6160739000000001,0.4412207,0.5032135999999999,0.5404734
G29,0.4789584,0.4256225,0.4714854000000001,0.4413982,0.4218781,0.4484117,0.4699572,0.5374121999999999,0.4372379,0.6819970999999999,0.6025406999999999,0.4075293,0.3653408,0.6109544,0.5486095,0.5162609,0.4861134,0.5894348,0.5450946,0.7453063,0.5612458,0.6031148000000001,0.6868857,0.4954237,0.506354,0.5518443000000001,0.4154477,0.5331186,0.4899197,0.4158093,0.4668655,0.4663392,0.5467672,0.7009232,0.4631043,0.633037,0.4946418,0.4460058,0.5621055,0.5367516,0.4835649,0.7204034,0.554818,0.4152163,0.47609,0.5321163000000001,0.4541018,0.453674,0.4440171,0.400757,0.7511793000000001,0.5182356,0.3895541,0.6837641,0.5273180000000001,0.4189277,0.4804415,0.6273183000000001,0.5084495,0.4806376,0.4233264,0.5165417,0.6036855,0.469636,0.6086746,0.6754034999999999,0.7113895,0.6143517,0.4933717000000001,0.6187568,0.3856324,0.5762141,0.6248694,0.6669015,0.547383,0.4397865,0.4327112,0.4493904,0.6569861,0.462566,0.5458206999999999,0.6546069999999999,0.34300390000000003,0.5997066999999999,0.4368041,0.5232997,0.5110796,0.4022759,0.6102934,0.7187456999999999,0.6625059,0.6570676999999999,0.4701917000000001,0.4187875,0.5586207,0.6949358,0.4309121,0.4380775,0.6117774,0.4678303
G30,0.3356931,0.3174924000000001,0.3711944,0.3684734000000001,0.2959295,0.24564810000000006,0.3663901,0.3564279,0.16466470000000002,0.1172347,0.2567226,0.0848158,0.1606985,0.4324592,0.1642638,0.1288075,0.0887992,0.3513034,0.2097194,0.3993088,0.3567204,0.2336607,0.2676788,0.31291090000000005,0.3383952,0.1843932,0.3186965,0.3507368,0.3583973,0.2574781,0.3024611,0.16179820000000006,0.5497164999999999,0.3774676,0.33989,0.1918588,0.1378152,0.3996937,0.1974941,0.3190592,0.3868709,0.4202162,0.0874745,0.1924917,0.4374456,0.6734581999999999,0.2719649,0.2273293,0.3308358,0.1639122,0.3513348,0.4295411,0.3636864,0.35419140000000005,0.31637009999999993,0.2836946,0.3566792,0.1836503,0.404416,0.2463806,0.2725247,0.3283687,0.4313867,0.1983388,0.330774,0.196295,0.2406664,0.4762136,0.3434481,0.1799239,0.13499529999999998,0.2518079,0.4287646,0.30441929999999995,0.3532538,0.30577009999999993,0.2058393,0.3160683,0.175201,0.4080178,0.22657070000000004,0.3762569000000001,0.1760493,0.3028401,0.3857714,0.0037442,0.3405818,0.2556647,0.3778033,0.6231317,0.1588952,0.3325582,0.3943099,0.3573525,0.5508202,0.2282747,0.2507613,0.4819275,0.6796501,0.3435812
G31,0.00547,0.0254056,0.0298762,0.0243892,0.013372299999999998,0.011243799999999998,0.0176306,0.007915100000000001,0.0075191,0.019265,0.0071589,0.007022199999999999,0.0304507,0.0026941999999999995,0.0091897,0.0303197,0.0278195,0.024952,0.0022792,0.0299808,0.0122419,0.0226175,0.0042139,0.0269195,0.0107583,0.017084799999999997,0.036861800000000014,0.0061533,0.0028712,0.0101303,0.0302468,0.007541,0.0370297,0.0104899,0.030700400000000006,0.0220503,0.0139624,0.034839,0.0054269,0.0121715,0.005227300000000001,0.0025339000000000004,0.0018857,0.028704200000000006,0.0106076,0.057399800000000015,0.0316365,0.0308969,0.0033284,0.0123438,0.0029947,0.010535,0.0079603,0.0361338,0.0287423,0.0112615,0.0058145,0.0036373,0.0426621,0.0268868,0.0235885,0.0047938,0.0198081,0.0232224,0.00017749999999999998,0.0021511,0.003901,0.0110562,0.010777600000000002,0.0222724,0.014533700000000004,0.0079159,0.0118134,0.0277675,0.0110608,0.0063097000000000006,0.0287845,0.0401692,0.0223591,0.0195905,0.0122666,0.023183900000000004,0.0020909,0.0109665,0.0091831,0.0344046,0.0010071,0.0069581,0.0229626,0.0046635,0.044432,0.0032294000000000003,0.0194187,0.0042973,0.0372448,0.004575899999999999,0.0043409,0.017920099999999998,0.0141371,0.033938699999999995
G32,0.0627146,0.0105503,0.042837900000000005,0.0316987,0.0408266,0.0228827,0.038899,0.0576182,0.0542749,0.0253741,0.0514029,0.0356869,0.063045,0.0465821,0.0055169,0.047426800000000005,0.0252154,0.0503998,0.0298652,0.010149,0.0696537,0.0578159,0.1460506,0.0454372,0.024505,0.0052465,0.0072621,0.0845494,0.0557408,0.034661800000000006,0.0120066,0.0242255,0.1326643,0.0627779,0.0318596,0.091835,0.016861599999999997,0.0444722,0.0512251,0.0314868,0.0143846,0.0446575,0.0512282,0.0305628,0.017962799999999998,0.297369,0.0286155,0.0122967,0.0494014,0.0375384,0.0422464,0.06472040000000001,0.0257078,0.0024353,0.015263,0.009612799999999998,0.0346727,0.0160321,0.06083,0.0107424,0.023338,0.0486454,0.080092,0.0582909,0.052560400000000014,0.0353064,0.0547742,0.0581086,0.007878399999999999,0.0251537,0.08181319999999999,0.0959535,0.060141699999999985,0.0011167999999999998,0.0436647,0.0519962,0.0221345,0.0057938,0.0084147,0.0034296999999999995,0.0217751,0.0398538,0.0209065,0.023037,0.0425797,0.0612095,0.0632441,0.0420886,0.0128947,0.33316100000000004,0.0313973,0.0336332,0.0411659,0.0060645,0.32993940000000005,0.0089623,0.0226877,0.0818435,0.4796888,0.0105985
G33,0.3308898,0.151822,0.145154,0.2237601,0.2102587,0.1070322,0.1022265,0.1803158,0.1798309,0.1787201,0.1793651,0.4303317,0.1142201,0.4011226,0.2339101,0.1607613,0.2538693,0.3484886,0.4776621,0.35078200000000004,0.12975350000000002,0.3566408,0.3915075,0.3387151,0.0752835,0.20589570000000004,0.14998689999999998,0.4963955,0.2349026,0.14833629999999998,0.2454721,0.2209594,0.180788,0.4425603,0.17768520000000002,0.1251077,0.2459587,0.12318110000000003,0.4845751,0.0772057,0.4349047,0.3066756,0.2044182,0.0606168,0.1103641,0.29604840000000004,0.5031352,0.2195209,0.1689528,0.1685617,0.1433626,0.261461,0.3306437,0.1998486,0.2350628,0.072251,0.1567808,0.1410879,0.2049677,0.1269262,0.15647479999999994,0.1948276,0.2785288,0.3318055,0.34168350000000003,0.13131070000000006,0.2620367,0.2311877,0.4319041,0.2440213,0.1214592,0.1109873,0.3878782,0.1335109,0.14808929999999998,0.08671419999999999,0.3039113,0.17960009999999998,0.3065038,0.14283320000000002,0.15899229999999998,0.2967107,0.2482308,0.319189,0.0727878,0.2302426,0.2006449,0.0649656,0.1685681,0.113296,0.154893,0.0907641,0.28953270000000003,0.2120348,0.1432491,0.2459536,0.145654,0.4852594,0.4403281,0.06037130000000001
G34,0.6658113,0.4863342000000001,0.6288581,0.5117431,0.4175151,0.6804685,0.5515935000000001,0.4842056,0.4421927,0.5408074,0.5715496,0.5839347,0.5621435,0.5716799,0.3917085,0.4981477,0.5230264,0.6526637,0.5862925,0.6153434,0.7416206999999999,0.5353733,0.456859,0.5241794,0.6533372,0.7597683000000001,0.5740875,0.5183698,0.4516891,0.695222,0.5802835999999999,0.5761763000000001,0.6423721,0.5686399000000001,0.4359837,0.6035283,0.5805511999999999,0.5374028000000001,0.5190745,0.5330928,0.5613442,0.5813122,0.6156982,0.4837245,0.5068536,0.5335955,0.4810341,0.6682981,0.4891354000000001,0.7117633000000001,0.6919837,0.5563090999999999,0.4619331,0.7461429,0.6906665,0.5258793,0.5921162,0.5463591999999999,0.3392234000000001,0.7548148,0.5531140999999999,0.6930018,0.6197626,0.6910139,0.6130628,0.752174,0.5283637,0.4434972,0.4532683,0.4648097,0.35161809999999993,0.5533275,0.5092548,0.4522622,0.4411428,0.5968809,0.4199497,0.531433,0.575699,0.5404517,0.6018804,0.5251823,0.4070526,0.6553521,0.6224014,0.4975772,0.4707339,0.7375188,0.4995710999999999,0.5553193000000001,0.5088627,0.46212,0.4336067,0.4452526,0.5027457999999999,0.5380191,0.6477781,0.6618963000000001,0.4933694000000001,0.4679239000000001
G35,0.5147971,0.4523668,0.7649861,0.6924394,0.6054232,0.5769707,0.6743591999999999,0.618004,0.5808161000000001,0.4937248,0.5368856,0.5974281,0.665747,0.5265818,0.4372712,0.6417125,0.6619166999999999,0.32126209999999994,0.4266755,0.6834851,0.63576,0.5863345,0.5899063,0.5999230999999999,0.6325663,0.4787314,0.6173408,0.6267576,0.7230214,0.4394639,0.6141734000000001,0.4341312,0.6531449,0.3737757,0.6252951,0.5918425,0.7179214,0.5115612,0.2501545,0.6567698000000001,0.4851897,0.6913116,0.3943851,0.5049678,0.6796508000000001,0.5872601,0.4631467000000001,0.6403303000000001,0.3326752,0.4375751,0.5936421,0.6036103,0.4663494000000001,0.6159623000000001,0.554888,0.5969425,0.7642661999999999,0.5609298,0.6436390999999999,0.6447698000000001,0.5274840999999999,0.5913465,0.6232655,0.5816055,0.620258,0.7192173000000001,0.6945258000000001,0.649818,0.637421,0.5299999,0.4323851,0.5639563,0.5609225999999999,0.6601938,0.6949744000000001,0.5619159,0.4546300999999999,0.2403919,0.5736455,0.5926513000000001,0.30541240000000003,0.4793251,0.6263159,0.6664302,0.5904449,0.6010404,0.4783712000000001,0.4968263,0.5284177,0.481811,0.3098761,0.7248329000000001,0.6071350000000001,0.6987746,0.4929529,0.4744847,0.5298309,0.5741169,0.7659241999999999,0.5269003999999999
G36,0.5588486999999999,0.5993217,0.6615809,0.4922903,0.5512927,0.5955329,0.5891529000000001,0.4045693,0.6039916,0.410833,0.6091673000000001,0.5577208,0.5430144,0.5697805,0.5292180999999999,0.5924015,0.6238158,0.585225,0.596982,0.5830641,0.582124,0.4423574000000001,0.6211983,0.44289,0.5689976,0.4759268,0.4792057,0.5582437,0.6006286999999999,0.2703041,0.5589776,0.6072816999999999,0.5418531999999999,0.5786776,0.5577215999999999,0.6423639,0.6433840000000001,0.5173746,0.6025314,0.552851,0.5172210999999999,0.4493719,0.6900228,0.5996825,0.4870899,0.5530534,0.42049,0.636238,0.522054,0.5527118000000001,0.6043316,0.27460359999999995,0.5124088,0.489109,0.5652493000000001,0.616125,0.4989849,0.4849684,0.6538408,0.4114699000000001,0.5762593,0.4931607,0.554501,0.6209406999999999,0.4715354000000001,0.4014538,0.6390967,0.4967763,0.5724597,0.3826512,0.7107565,0.6279974,0.5368556,0.5204036,0.5336271,0.6127024,0.5616441,0.457135,0.5467475,0.4970931,0.5896089,0.5885408000000001,0.4101459,0.5270836999999999,0.6334632,0.534198,0.74939,0.6511438,0.4450142,0.5754772,0.4844969,0.4692777,0.3031461,0.5854881,0.5705074,0.5775251,0.7271526,0.6219057,0.6628706999999999,0.599241
G37,0.3506658,0.1704556,0.2959535,0.5097005,0.6715932,0.6977445999999999,0.4577702,0.4224435,0.6879478,0.5167245,0.156224,0.5210458,0.5878787,0.5509314999999999,0.4847426,0.4750957,0.5016978,0.6740773,0.5976422,0.1926223,0.5934594,0.4379723,0.6930573,0.4369486,0.7879114,0.6302405,0.3718631,0.6187576,0.6663504,0.6954636,0.4825579,0.4902684,0.6061057,0.5142538,0.7654603,0.6220809,0.6175206,0.6646335999999999,0.4663555,0.5110585,0.6229606,0.6086549,0.5393571999999999,0.2632954,0.6568917,0.7106603,0.3026742,0.4765505,0.7185748000000001,0.5530236999999999,0.5878821999999999,0.5851677,0.6198673000000001,0.5562312,0.6198376,0.6200496,0.6376079000000001,0.2573606,0.6230829999999999,0.35124890000000003,0.5944077,0.5283638,0.7271353,0.5409090999999999,0.7891304,0.6040826,0.3473079,0.5849624,0.5581052,0.5676326,0.3402405,0.3570143,0.7139331,0.2923676,0.3541704,0.2710773,0.5095454,0.2018628,0.7640708,0.6925011999999999,0.5035692,0.587209,0.5570204000000001,0.5066194,0.5360808000000001,0.6101892,0.6581942,0.6461307,0.6379404000000001,0.5652334,0.6346542,0.6757995,0.4149023,0.6005441,0.5384547,0.5187345,0.7174649000000001,0.5664935999999999,0.5484005999999999,0.5440623
G38,0.5464823000000001,0.4296348,0.521848,0.1666025,0.7480404,0.4216628,0.2283757,0.1983903,0.5214597,0.3679753,0.0952101,0.4653701,0.2861898,0.2019643,0.6993746,0.0970384,0.30542990000000003,0.658903,0.1669602,0.394113,0.4250890000000001,0.4911257000000001,0.1826131,0.5048138,0.5471984999999999,0.128874,0.5715754,0.1436616,0.5626129,0.1568421,0.4350042000000001,0.2228914,0.3312949,0.152589,0.5769538000000001,0.4359549,0.1973644,0.6307799,0.3725726,0.3917461,0.31444229999999995,0.515143,0.27935170000000004,0.206317,0.5021718,0.4549197,0.3799986,0.4860046,0.4259678,0.1456642,0.5143696,0.3314948,0.192541,0.2067191,0.4980972,0.17481860000000002,0.2029994,0.4565556,0.6259809000000001,0.3182616,0.5943885999999999,0.4056868,0.223496,0.4554563,0.5198989,0.15297929999999998,0.3779923,0.4979634,0.4234156,0.4757234,0.4287725000000001,0.5282488000000001,0.2538413,0.2581395,0.15438829999999998,0.2905732,0.2309623,0.5631835999999999,0.4261252,0.1474608,0.5227046,0.31839559999999995,0.3335615,0.3753729,0.13775610000000002,0.4901119,0.3174501,0.5012349,0.4056655,0.4340058,0.5796707,0.3926886,0.1270634,0.4343493,0.4340613,0.1352358,0.1383126,0.1090748,0.2460084,0.2015234
G39,0.6051665,0.5731949000000001,0.5905963000000001,0.2517132,0.5149239000000001,0.7507691,0.6757810000000001,0.6058264,0.6038467,0.4960075,0.5798865,0.6372914000000001,0.5712345999999999,0.6904916,0.3470316,0.4228273,0.6264605,0.5528308000000001,0.6205754,0.5317996,0.7238179,0.2426913,0.3711949,0.6263919,0.5606406999999999,0.5447755999999999,0.5110686,0.5969658,0.4232409,0.6361783000000001,0.477463,0.5678866,0.3311455,0.665291,0.5117157999999999,0.5755912,0.6583224,0.6282196999999999,0.6398722,0.7383793000000001,0.6061886,0.6764657,0.6778010999999999,0.4370447,0.4926264,0.2626079,0.642784,0.7363308000000001,0.5919767,0.6941013,0.5813451999999999,0.5643427,0.7499031,0.6246391,0.6906220999999999,0.7049667,0.6673914000000001,0.631478,0.5517155,0.669238,0.6206505,0.6575652,0.470706,0.6944286999999999,0.6880662,0.6642991,0.7262161,0.6020842,0.5465534000000001,0.4277863,0.4048741,0.7080879,0.5885835,0.6780695,0.608776,0.2413304,0.6167090000000001,0.5559218,0.5419911000000001,0.5908401999999999,0.666166,0.5899744,0.5340313,0.6542563,0.6697241,0.6663975000000001,0.7366344,0.7272345,0.073067,0.5970462,0.6841328000000001,0.6335086999999999,0.6279774,0.5331899999999999,0.5635205,0.0503892,0.6547033,0.5883603000000001,0.4317761,0.4417419
G40,0.5561881,0.6049058,0.4846651,0.6152718,0.5873406,0.572978,0.6680768,0.5287071999999999,0.6237599,0.5617974,0.4628718,0.5296005,0.6846478,0.6035241,0.5692497,0.7174444999999999,0.627609,0.6912396,0.6260441999999999,0.6476041,0.6860344,0.6287474000000001,0.616047,0.6782759,0.716751,0.6116616,0.6679488,0.6205307,0.5101675,0.4018285,0.5766249,0.6241415,0.595464,0.7161949000000001,0.5018598,0.6447946999999999,0.6730003000000001,0.6428961999999999,0.6219602,0.5634729,0.5687420999999999,0.6429378000000001,0.5841736,0.7131116,0.5708002,0.6311995,0.5814301,0.6812357,0.5808012,0.556653,0.534724,0.5862698000000001,0.6485713000000001,0.6000814999999999,0.5582946999999999,0.4820076,0.5357593,0.6348517,0.661168,0.5075492,0.6096626,0.6202985,0.6615813,0.6271916000000001,0.5533062,0.7166511,0.7139279000000001,0.6277496,0.7120701,0.6254068,0.6476274000000001,0.5538052,0.6914300999999999,0.512688,0.5702710999999999,0.6267491999999999,0.7081063,0.5626598,0.5196274000000001,0.5743505999999999,0.5983693,0.5432199000000001,0.6015996,0.6369693000000001,0.5067668,0.6094596999999999,0.6091101,0.4908684,0.6052719,0.5106443,0.6193141,0.4473089,0.5357816,0.7112562,0.7633174,0.4962913,0.5832187,0.5138172000000001,0.4894661,0.600557
